x,y
4.390532403864177695e+02,1.586518045265293892e+02
4.570146654693234041e+02,1.574740061604372272e+02
4.749760905522289818e+02,1.562962077943450367e+02
4.929375156351346163e+02,1.551184094282528747e+02
5.108989407180401940e+02,1.539406110621607127e+02
5.288603658009458286e+02,1.527628126960685222e+02
5.468217908838514631e+02,1.515850143299763602e+02
5.647832159667569840e+02,1.504072159638841981e+02
5.827446410496626186e+02,1.492294175977920077e+02
6.007060661325682531e+02,1.480516192316998456e+02
6.186674912154737740e+02,1.468738208656076836e+02
6.366289162983794085e+02,1.456960224995154931e+02
6.545903413812850431e+02,1.445182241334233311e+02
6.725517664641906777e+02,1.433404257673311690e+02
2.155554301556693417e+02,1.889293345126487793e+02
2.335168552385749479e+02,1.877515361465566173e+02
2.514782803214805540e+02,1.865737377804644552e+02
2.694397054043861317e+02,1.853959394143722648e+02
2.874011304872917663e+02,1.842181410482801027e+02
3.053625555701974008e+02,1.830403426821879407e+02
3.233239806531029785e+02,1.818625443160957502e+02
3.412854057360085562e+02,1.806847459500035882e+02
3.592468308189141908e+02,1.795069475839114261e+02
3.772082559018197685e+02,1.783291492178192357e+02
3.951696809847254031e+02,1.771513508517270736e+02
4.131311060676309808e+02,1.759735524856349116e+02
4.310925311505366153e+02,1.747957541195427495e+02
4.490539562334421930e+02,1.736179557534505591e+02
4.670153813163478276e+02,1.724401573873583970e+02
4.849768063992534053e+02,1.712623590212662350e+02
5.029382314821590398e+02,1.700845606551740730e+02
5.208996565650646744e+02,1.689067622890818825e+02
5.388610816479701953e+02,1.677289639229897205e+02
5.568225067308758298e+02,1.665511655568975584e+02
5.747839318137814644e+02,1.653733671908053680e+02
5.927453568966870989e+02,1.641955688247132059e+02
6.107067819795926198e+02,1.630177704586210439e+02
6.286682070624982543e+02,1.618399720925288534e+02
6.466296321454038889e+02,1.606621737264366914e+02
6.645910572283094098e+02,1.594843753603445293e+02
6.825524823112150443e+02,1.583065769942523389e+02
2.075947209197881591e+02,2.050732841056621396e+02
2.255561460026937652e+02,2.038954857395699776e+02
2.435175710855993714e+02,2.027176873734778155e+02
2.614789961685049775e+02,2.015398890073856251e+02
2.794404212514106121e+02,2.003620906412934630e+02
2.974018463343161898e+02,1.991842922752013010e+02
3.153632714172217675e+02,1.980064939091091105e+02
3.333246965001274020e+02,1.968286955430169485e+02
3.512861215830329797e+02,1.956508971769247864e+02
3.692475466659386143e+02,1.944730988108325960e+02
3.872089717488441920e+02,1.932953004447404339e+02
4.051703968317498266e+02,1.921175020786482719e+02
4.231318219146554043e+02,1.909397037125560814e+02
4.410932469975610388e+02,1.897619053464639194e+02
4.590546720804666165e+02,1.885841069803717573e+02
4.770160971633722511e+02,1.874063086142795669e+02
4.949775222462778288e+02,1.862285102481874048e+02
5.129389473291834065e+02,1.850507118820952428e+02
5.309003724120890411e+02,1.838729135160030808e+02
5.488617974949946756e+02,1.826951151499108903e+02
5.668232225779003102e+02,1.815173167838187283e+02
5.847846476608058310e+02,1.803395184177265662e+02
6.027460727437114656e+02,1.791617200516344042e+02
6.207074978266171001e+02,1.779839216855422137e+02
6.386689229095227347e+02,1.768061233194500517e+02
6.566303479924283693e+02,1.756283249533578896e+02
6.745917730753338901e+02,1.744505265872656992e+02
6.925531981582395247e+02,1.732727282211735371e+02
1.996340116839069765e+02,2.212172336986754999e+02
2.175954367668125826e+02,2.200394353325833379e+02
2.355568618497181888e+02,2.188616369664911758e+02
2.535182869326237949e+02,2.176838386003989854e+02
2.714797120155294010e+02,2.165060402343068233e+02
2.894411370984349787e+02,2.153282418682146613e+02
3.074025621813406133e+02,2.141504435021224708e+02
3.253639872642462478e+02,2.129726451360303088e+02
3.433254123471518255e+02,2.117948467699381467e+02
3.612868374300574033e+02,2.106170484038459563e+02
3.792482625129630378e+02,2.094392500377537942e+02
3.972096875958686155e+02,2.082614516716616322e+02
4.151711126787742501e+02,2.070836533055694417e+02
4.331325377616798278e+02,2.059058549394772797e+02
4.510939628445854623e+02,2.047280565733851176e+02
4.690553879274910400e+02,2.035502582072929272e+02
4.870168130103966746e+02,2.023724598412007651e+02
5.049782380933022523e+02,2.011946614751086031e+02
5.229396631762078869e+02,2.000168631090164126e+02
5.409010882591135214e+02,1.988390647429242506e+02
5.588625133420191560e+02,1.976612663768320886e+02
5.768239384249246768e+02,1.964834680107398981e+02
5.947853635078303114e+02,1.953056696446477360e+02
6.127467885907358323e+02,1.941278712785555740e+02
6.307082136736414668e+02,1.929500729124634120e+02
6.486696387565471014e+02,1.917722745463712499e+02
6.666310638394527359e+02,1.905944761802790595e+02
6.845924889223583705e+02,1.894166778141868974e+02
2.096347275309314000e+02,2.361833849255966982e+02
2.275961526138370061e+02,2.350055865595045077e+02
2.455575776967426123e+02,2.338277881934123457e+02
2.635190027796481900e+02,2.326499898273201836e+02
2.814804278625538245e+02,2.314721914612280216e+02
2.994418529454594591e+02,2.302943930951358311e+02
3.174032780283650368e+02,2.291165947290436691e+02
3.353647031112706145e+02,2.279387963629515070e+02
3.533261281941762491e+02,2.267609979968593166e+02
3.712875532770818836e+02,2.255831996307671545e+02
3.892489783599874613e+02,2.244054012646749925e+02
4.072104034428930390e+02,2.232276028985828020e+02
4.251718285257986736e+02,2.220498045324906400e+02
4.431332536087042513e+02,2.208720061663984779e+02
4.610946786916098858e+02,2.196942078003062875e+02
4.790561037745154636e+02,2.185164094342141254e+02
4.970175288574210981e+02,2.173386110681219634e+02
5.149789539403267327e+02,2.161608127020297729e+02
5.329403790232322535e+02,2.149830143359376109e+02
5.509018041061378881e+02,2.138052159698454489e+02
5.688632291890435226e+02,2.126274176037532584e+02
5.868246542719491572e+02,2.114496192376610963e+02
6.047860793548547917e+02,2.102718208715689343e+02
6.227475044377603126e+02,2.090940225054767723e+02
6.407089295206659472e+02,2.079162241393845818e+02
6.586703546035715817e+02,2.067384257732924198e+02
6.766317796864771026e+02,2.055606274072002577e+02
6.945932047693827371e+02,2.043828290411080673e+02
2.016740182950502458e+02,2.523273345186100585e+02
2.196354433779558519e+02,2.511495361525178680e+02
2.375968684608614581e+02,2.499717377864257060e+02
2.555582935437670642e+02,2.487939394203335439e+02
2.735197186266726703e+02,2.476161410542413535e+02
2.914811437095783049e+02,2.464383426881491914e+02
3.094425687924838826e+02,2.452605443220570294e+02
3.274039938753894603e+02,2.440827459559648673e+02
3.453654189582950949e+02,2.429049475898726769e+02
3.633268440412006726e+02,2.417271492237805148e+02
3.812882691241062503e+02,2.405493508576883528e+02
3.992496942070118848e+02,2.393715524915961623e+02
4.172111192899175194e+02,2.381937541255040003e+02
4.351725443728230971e+02,2.370159557594118382e+02
4.531339694557287316e+02,2.358381573933196478e+02
4.710953945386343094e+02,2.346603590272274857e+02
4.890568196215399439e+02,2.334825606611353237e+02
5.070182447044455216e+02,2.323047622950431332e+02
5.249796697873510993e+02,2.311269639289509712e+02
5.429410948702567339e+02,2.299491655628588092e+02
5.609025199531623684e+02,2.287713671967666187e+02
5.788639450360678893e+02,2.275935688306744566e+02
5.968253701189735239e+02,2.264157704645822946e+02
6.147867952018791584e+02,2.252379720984901041e+02
6.327482202847847930e+02,2.240601737323979421e+02
6.507096453676904275e+02,2.228823753663057801e+02
6.686710704505959484e+02,2.217045770002136180e+02
6.866324955335015829e+02,2.205267786341214276e+02
1.937133090591690348e+02,2.684712841116233903e+02
2.116747341420746409e+02,2.672934857455312567e+02
2.296361592249802470e+02,2.661156873794390663e+02
2.475975843078858531e+02,2.649378890133468758e+02
2.655590093907914593e+02,2.637600906472547422e+02
2.835204344736970370e+02,2.625822922811625517e+02
3.014818595566026715e+02,2.614044939150703613e+02
3.194432846395083061e+02,2.602266955489782276e+02
3.374047097224138838e+02,2.590488971828860372e+02
3.553661348053194615e+02,2.578710988167938467e+02
3.733275598882250961e+02,2.566933004507017131e+02
3.912889849711307306e+02,2.555155020846095226e+02
4.092504100540363083e+02,2.543377037185173606e+02
4.272118351369419429e+02,2.531599053524251985e+02
4.451732602198475206e+02,2.519821069863330081e+02
4.631346853027531552e+02,2.508043086202408460e+02
4.810961103856587329e+02,2.496265102541486840e+02
4.990575354685643674e+02,2.484487118880564935e+02
5.170189605514699451e+02,2.472709135219643315e+02
5.349803856343755797e+02,2.460931151558721695e+02
5.529418107172812142e+02,2.449153167897799790e+02
5.709032358001867351e+02,2.437375184236878169e+02
5.888646608830923697e+02,2.425597200575956549e+02
6.068260859659980042e+02,2.413819216915034644e+02
6.247875110489035251e+02,2.402041233254113024e+02
6.427489361318091596e+02,2.390263249593191404e+02
6.607103612147147942e+02,2.378485265932269499e+02
6.786717862976204287e+02,2.366707282271347879e+02
6.966332113805260633e+02,2.354929298610426258e+02
2.037140249061934867e+02,2.834374353385445602e+02
2.216754499890990928e+02,2.822596369724524266e+02
2.396368750720046989e+02,2.810818386063602361e+02
2.575983001549103051e+02,2.799040402402681025e+02
2.755597252378158828e+02,2.787262418741759120e+02
2.935211503207215173e+02,2.775484435080837216e+02
3.114825754036271519e+02,2.763706451419915879e+02
3.294440004865327296e+02,2.751928467758993975e+02
3.474054255694383073e+02,2.740150484098072070e+02
3.653668506523439419e+02,2.728372500437150734e+02
3.833282757352495196e+02,2.716594516776228829e+02
4.012897008181551541e+02,2.704816533115306925e+02
4.192511259010607318e+02,2.693038549454385588e+02
4.372125509839663664e+02,2.681260565793463684e+02
4.551739760668719441e+02,2.669482582132541779e+02
4.731354011497775787e+02,2.657704598471620443e+02
4.910968262326831564e+02,2.645926614810698538e+02
5.090582513155887909e+02,2.634148631149776634e+02
5.270196763984944255e+02,2.622370647488855298e+02
5.449811014813999464e+02,2.610592663827933393e+02
5.629425265643055809e+02,2.598814680167011488e+02
5.809039516472112155e+02,2.587036696506090152e+02
5.988653767301168500e+02,2.575258712845168247e+02
6.168268018130223709e+02,2.563480729184246911e+02
6.347882268959280054e+02,2.551702745523325007e+02
6.527496519788336400e+02,2.539924761862403102e+02
6.707110770617391609e+02,2.528146778201481482e+02
6.886725021446447954e+02,2.516368794540559861e+02
1.957533156703122756e+02,2.995813849315579773e+02
2.137147407532178818e+02,2.984035865654657869e+02
2.316761658361234879e+02,2.972257881993735964e+02
2.496375909190290940e+02,2.960479898332814628e+02
2.675990160019347286e+02,2.948701914671892723e+02
2.855604410848403063e+02,2.936923931010970819e+02
3.035218661677458840e+02,2.925145947350049482e+02
3.214832912506515186e+02,2.913367963689127578e+02
3.394447163335571531e+02,2.901589980028205673e+02
3.574061414164627308e+02,2.889811996367284337e+02
3.753675664993683654e+02,2.878034012706362432e+02
3.933289915822739431e+02,2.866256029045440528e+02
4.112904166651795776e+02,2.854478045384519191e+02
4.292518417480851554e+02,2.842700061723597287e+02
4.472132668309907899e+02,2.830922078062675382e+02
4.651746919138963676e+02,2.819144094401754046e+02
4.831361169968020022e+02,2.807366110740832141e+02
5.010975420797075799e+02,2.795588127079910237e+02
5.190589671626131576e+02,2.783810143418988901e+02
5.370203922455187922e+02,2.772032159758066996e+02
5.549818173284244267e+02,2.760254176097145091e+02
5.729432424113299476e+02,2.748476192436223755e+02
5.909046674942355821e+02,2.736698208775301850e+02
6.088660925771412167e+02,2.724920225114379946e+02
6.268275176600468512e+02,2.713142241453458610e+02
6.447889427429524858e+02,2.701364257792536705e+02
6.627503678258580067e+02,2.689586274131614800e+02
6.807117929087636412e+02,2.677808290470693464e+02
6.986732179916692758e+02,2.666030306809771560e+02
1.877926064344310930e+02,3.157253345245712808e+02
2.057540315173367276e+02,3.145475361584791472e+02
2.237154566002423337e+02,3.133697377923869567e+02
2.416768816831479398e+02,3.121919394262947662e+02
2.596383067660535744e+02,3.110141410602026326e+02
2.775997318489591521e+02,3.098363426941104422e+02
2.955611569318647298e+02,3.086585443280182517e+02
3.135225820147703644e+02,3.074807459619261181e+02
3.314840070976759421e+02,3.063029475958339276e+02
3.494454321805815766e+02,3.051251492297417371e+02
3.674068572634871543e+02,3.039473508636496035e+02
3.853682823463927889e+02,3.027695524975574131e+02
4.033297074292983666e+02,3.015917541314652226e+02
4.212911325122040012e+02,3.004139557653730890e+02
4.392525575951095789e+02,2.992361573992808985e+02
4.572139826780152134e+02,2.980583590331887649e+02
4.751754077609207911e+02,2.968805606670965744e+02
4.931368328438264257e+02,2.957027623010043840e+02
5.110982579267320034e+02,2.945249639349122504e+02
5.290596830096376380e+02,2.933471655688200599e+02
5.470211080925432725e+02,2.921693672027278694e+02
5.649825331754487934e+02,2.909915688366357358e+02
5.829439582583544279e+02,2.898137704705435453e+02
6.009053833412600625e+02,2.886359721044513549e+02
6.188668084241655833e+02,2.874581737383592213e+02
6.368282335070712179e+02,2.862803753722670308e+02
6.547896585899768525e+02,2.851025770061748403e+02
6.727510836728824870e+02,2.839247786400827067e+02
6.907125087557881216e+02,2.827469802739905163e+02
1.977933222814555450e+02,3.306914857514925075e+02
2.157547473643611511e+02,3.295136873854003170e+02
2.337161724472667572e+02,3.283358890193081834e+02
2.516775975301723633e+02,3.271580906532159929e+02
2.696390226130779411e+02,3.259802922871238025e+02
2.876004476959835756e+02,3.248024939210316688e+02
3.055618727788892102e+02,3.236246955549394784e+02
3.235232978617947879e+02,3.224468971888472879e+02
3.414847229447003656e+02,3.212690988227551543e+02
3.594461480276060001e+02,3.200913004566629638e+02
3.774075731105116347e+02,3.189135020905707734e+02
3.953689981934172124e+02,3.177357037244786397e+02
4.133304232763227901e+02,3.165579053583864493e+02
4.312918483592284247e+02,3.153801069922942588e+02
4.492532734421340024e+02,3.142023086262021252e+02
4.672146985250396369e+02,3.130245102601099347e+02
4.851761236079452146e+02,3.118467118940177443e+02
5.031375486908508492e+02,3.106689135279256107e+02
5.210989737737564838e+02,3.094911151618334202e+02
5.390603988566620046e+02,3.083133167957412297e+02
5.570218239395676392e+02,3.071355184296490961e+02
5.749832490224732737e+02,3.059577200635569056e+02
5.929446741053789083e+02,3.047799216974647152e+02
6.109060991882845428e+02,3.036021233313725816e+02
6.288675242711900637e+02,3.024243249652803911e+02
6.468289493540956983e+02,3.012465265991882006e+02
6.647903744370013328e+02,3.000687282330960670e+02
6.827517995199068537e+02,2.988909298670038766e+02
7.007132246028124882e+02,2.977131315009116861e+02
1.898326130455743339e+02,3.468354353445058678e+02
2.077940381284799685e+02,3.456576369784136773e+02
2.257554632113855746e+02,3.444798386123214868e+02
2.437168882942911807e+02,3.433020402462293532e+02
2.616783133771967869e+02,3.421242418801371628e+02
2.796397384601024214e+02,3.409464435140449723e+02
2.976011635430079991e+02,3.397686451479528387e+02
3.155625886259136337e+02,3.385908467818606482e+02
3.335240137088192114e+02,3.374130484157684577e+02
3.514854387917248459e+02,3.362352500496763241e+02
3.694468638746304237e+02,3.350574516835841337e+02
3.874082889575360014e+02,3.338796533174919432e+02
4.053697140404416359e+02,3.327018549513998096e+02
4.233311391233472136e+02,3.315240565853076191e+02
4.412925642062528482e+02,3.303462582192154287e+02
4.592539892891584259e+02,3.291684598531232950e+02
4.772154143720640604e+02,3.279906614870311046e+02
4.951768394549696950e+02,3.268128631209389141e+02
5.131382645378753296e+02,3.256350647548467805e+02
5.310996896207808504e+02,3.244572663887545900e+02
5.490611147036864850e+02,3.232794680226623996e+02
5.670225397865921195e+02,3.221016696565702659e+02
5.849839648694976404e+02,3.209238712904780755e+02
6.029453899524032749e+02,3.197460729243859419e+02
6.209068150353089095e+02,3.185682745582937514e+02
6.388682401182145441e+02,3.173904761922015609e+02
6.568296652011200649e+02,3.162126778261094273e+02
6.747910902840256995e+02,3.150348794600172369e+02
6.927525153669313340e+02,3.138570810939250464e+02
1.818719038096932081e+02,3.629793849375191712e+02
1.998333288925987858e+02,3.618015865714270376e+02
2.177947539755043920e+02,3.606237882053348471e+02
2.357561790584099981e+02,3.594459898392427135e+02
2.537176041413156042e+02,3.582681914731505231e+02
2.716790292242212104e+02,3.570903931070583326e+02
2.896404543071267881e+02,3.559125947409661990e+02
3.076018793900324226e+02,3.547347963748740085e+02
3.255633044729380572e+02,3.535569980087818749e+02
3.435247295558436349e+02,3.523791996426896844e+02
3.614861546387492126e+02,3.512014012765974940e+02
3.794475797216548472e+02,3.500236029105053603e+02
3.974090048045604817e+02,3.488458045444131699e+02
4.153704298874660594e+02,3.476680061783209794e+02
4.333318549703716940e+02,3.464902078122288458e+02
4.512932800532772717e+02,3.453124094461366553e+02
4.692547051361829062e+02,3.441346110800444649e+02
4.872161302190884840e+02,3.429568127139523313e+02
5.051775553019940617e+02,3.417790143478601408e+02
5.231389803848996962e+02,3.406012159817679503e+02
5.411004054678053308e+02,3.394234176156758167e+02
5.590618305507109653e+02,3.382456192495836262e+02
5.770232556336164862e+02,3.370678208834914358e+02
5.949846807165221207e+02,3.358900225173993022e+02
6.129461057994277553e+02,3.347122241513071117e+02
6.309075308823332762e+02,3.335344257852149212e+02
6.488689559652389107e+02,3.323566274191227876e+02
6.668303810481445453e+02,3.311788290530305972e+02
6.847918061310501798e+02,3.300010306869384067e+02
7.027532312139558144e+02,3.288232323208462731e+02
